电影名,韦卓链接,百度链接,夸克链接,迅雷链接,其他链接
['乔治亚法则 Georgia Rule (2007)'],http://www.weizhuos.cn/?p=19637,视频：百度云盘 提取码: gudj https://pan.baidu.com/s/1kUMk4--kZS5sQ4xHrwG9Eg,,,
['我的超级前女友 My Super Ex-Girlfriend (2006)'],http://www.weizhuos.cn/?p=19641,视频：百度云盘 提取码: kmmd  https://pan.baidu.com/s/1WfL90wPTRQ2mCmrVvbotfg,,,
['我成了他的班主任 (2020)'],http://www.weizhuos.cn/?p=19642,视频：百度云盘 提取码: azna   https://pan.baidu.com/s/1LEqJg4M6mCQFimWR3cxwQw,,,
['我是无名女 I am Jane Doe (2017)'],http://www.weizhuos.cn/?p=19643,视频：百度云盘 提取码: yr7v https://pan.baidu.com/s/1Z0EUyxSLjaLaT1h2xsV_pg,,,
['芭芭拉 Barbara\xa0(2012)'],http://www.weizhuos.cn/?p=19645,视频：百度云盘 提取码: fepy  https://pan.baidu.com/s/1mpZ3NFN_CDoZ-t_0k8kmoQ,,,
['银仙 繰繰れ! コックリさん (2014)'],http://www.weizhuos.cn/?p=19648,视频：百度云盘 提取码: bcc6 https://pan.baidu.com/s/1f6K73tNsEYKb20fp_juUVA,,,
['凶暴的男人 その男、凶暴につき\xa0(1989)'],http://www.weizhuos.cn/?p=19649,视频：百度云盘 提取码：owgh https://pan.baidu.com/s/1c16ZfqS,,,
['黑色嘉年华 カーニヴァル (2013)'],http://www.weizhuos.cn/?p=19661,视频：百度云盘 提取码: zhuo   https://pan.baidu.com/s/1hF0r0nOU5i3oZL4rpiVQWg?pwd=zhuo,,,
['只在想死的夜晚 死にたい夜にかぎって (2020)'],http://www.weizhuos.cn/?p=19662,视频：百度云盘 提取码：3th2  https://pan.baidu.com/s/10ZP0qdauLmNo7AR_B-S8Zg,,,
['抓住救命稻草的野兽们 지푸라기라도 잡고 싶은 짐승들 (2020)'],http://www.weizhuos.cn/?p=19664,视频：百度云盘 提取码: vpcg  https://pan.baidu.com/s/12f8MJ9iGC0d_9z9TH9iWMg,,,
['我的绅士时尚 俺のダンディズム (2014)'],http://www.weizhuos.cn/?p=19665,,,,
['五月八月 (2002)'],http://www.weizhuos.cn/?p=19666,视频：百度云盘 https://pan.baidu.com/s/1mii5tSc,,,
['人间失格：太宰治和三个女人们 人間失格 太宰治と3人の女たち (2019)'],http://www.weizhuos.cn/?p=19668,视频：百度云盘 提取码：jj9a  https://pan.baidu.com/s/1scCKKXRRgIHtcJWMz-MFIQ,,,
['某处，某人 Deux moi (2019)'],http://www.weizhuos.cn/?p=19669,视频：百度云盘 提取码：3i38   https://pan.baidu.com/s/16tMlVVYScRSdwQ-B3If6GA?pwd=3i38,,,
['战争未了 Mientras dure la guerra (2019)'],http://www.weizhuos.cn/?p=19670,视频：百度云盘 提取码：rqp9  https://pan.baidu.com/s/1-2H50ANBBjuR0GxNJv0EZw,,,
['被涂污的鸟 Nabarvené ptáče (2019)'],http://www.weizhuos.cn/?p=19671,视频：百度云盘 提取码：41aj  https://pan.baidu.com/s/1Ch3FWhE7f8s-_XOD0qioRA,,,
['一首小夜曲 アイネクライネ ナハトムジーク (2019)'],http://www.weizhuos.cn/?p=19672,视频：百度云盘 提取码：7c57  https://pan.baidu.com/s/1UFHMXLHl0rotMQil2dlrjQ,,,
['从不，很少，有时，总是 Never Rarely Sometimes Always (2020)'],http://www.weizhuos.cn/?p=19673,视频：百度云盘 提取码：4Y5G  https://pan.baidu.com/s/1pC0hC575EER2fWJixlsUWg,,,
['要强的人 Los fuertes (2019)'],http://www.weizhuos.cn/?p=19674,视频：百度云盘 提取码：sia9 https://pan.baidu.com/s/1xKK36McC5CSV98xSkO2GJw,,,
['每况愈下 Downhill (2020)'],http://www.weizhuos.cn/?p=19675,视频：百度云盘 提取码：fzw2 https://pan.baidu.com/s/1PSSY0n8ffm5t8MPTTIObHQ,,,
['伦敦生活 National Theatre Live: Fleabag (2019)'],http://www.weizhuos.cn/?p=19676,视频：百度云盘 提取码： mpxg  https://pan.baidu.com/s/1wVG7pHQw9kBJ9bzt3Qv6FQ,,,
['关于往东的回忆 G. J. Ramstedtin maailma (2018)'],http://www.weizhuos.cn/?p=19677,视频：百度云盘 提取码：i51h  https://pan.baidu.com/s/15UdrAv5TkXBhH7oa0gs68Q,,,
['六欲天 (2019)'],http://www.weizhuos.cn/?p=19678,视频：百度云盘 提取码：j21y https://pan.baidu.com/s/1nx5A-3J0bA9yYt-HJYtgkA,,,
['还在相爱吗？ 아직 사랑하고 있습니까 (2019)'],http://www.weizhuos.cn/?p=19682,,,视频：迅雷云盘 提取码：zp6m https://pan.xunlei.com/s/VMndgdFqM0ttPR6JQkoc3Gh8A1,
['心愿房间 The Room (2019)'],http://www.weizhuos.cn/?p=19686,视频：百度云盘 提取码:2333 https://pan.baidu.com/s/1MUZdvwr1kb744vdsTIhxKQ,,,
['社交心慌慌 Social Death Vote (2018)'],http://www.weizhuos.cn/?p=19688,,,视频：迅雷云盘 提取码：yqba https://pan.xunlei.com/s/VMhxSua2r7mp0kX-6RCE2l-dA1,
['拆弹部队 The Hurt Locker (2008)'],http://www.weizhuos.cn/?p=19689,视频：百度云盘 提取码: d2bn https://pan.baidu.com/s/1DZi_zI77wLwyZcoSx4RSQg,,,
['两个爸爸 2個爸爸 (2013)'],http://www.weizhuos.cn/?p=19690,视频：百度云盘 密码: ib3s https://pan.baidu.com/s/1IzkWkOEGqIotqoNzsyKMkg,,,
['人工性智能 A.I. Rising\xa0(2018)'],http://www.weizhuos.cn/?p=19692,视频：百度云盘 提取码: muvc   https://pan.baidu.com/s/11d3BRazfiTtvlGb68-tTgA,,,
['楼下女友请签收 (2020)'],http://www.weizhuos.cn/?p=19697,视频：百度云盘  提取码: x9i8  https://pan.baidu.com/s/1q33lP9_oRLBn-4upat1c6w,,,
['变异狂蟒2 (2020)'],http://www.weizhuos.cn/?p=19698,视频：百度云盘 提取码：92vy  https://pan.baidu.com/s/1EruMl2-c9ksOXU26KABWig,,,
['奇门遁甲 (2020)'],http://www.weizhuos.cn/?p=19699,视频：百度云盘 提取码: jqrq https://pan.baidu.com/s/1Kf3awQB3V1wiXZblQ4sy5A,,,
['非人先生的新娘 人外さんの嫁 (2018)'],http://www.weizhuos.cn/?p=19700,视频：百度云盘 提取码:7afb https://pan.baidu.com/s/12UpzA6w9ZkR1t-h2y68cEA,,,
['零零零 第一季 ZeroZeroZero Season 1 (2019)'],http://www.weizhuos.cn/?p=19702,视频：百度云盘  提取码: v6xc https://pan.baidu.com/s/1TOxCo9oH9dDukt4psnFXFQ,,,
['EU超时任务 EU超時任務 (2016)'],http://www.weizhuos.cn/?p=19703,视频：百度云盘 提取码: qh2r https://pan.baidu.com/s/1z4tG1PP0QaB87xzR26C9sA?pwd=qh2r,,,
['逆战 (2012)'],http://www.weizhuos.cn/?p=19704,,,视频：迅雷云盘 提取码：a468 https://pan.xunlei.com/s/VMk76qRkX22G0GCdLQiorbxHA1,
['少年巴比伦 (2015)'],http://www.weizhuos.cn/?p=19707,视频：百度云盘 提取码：zhuo https://pan.baidu.com/s/1CGDuL6d9eAe8E3wBAJPLhg,,,
['西游记之孙悟空三打白骨精 (2016)'],http://www.weizhuos.cn/?p=19709,视频：百度云盘 提取码：7777 https://pan.baidu.com/s/1Y-x_n-bQyStjddCwA0K-Vg,,,
['结过一次了 한 번 다녀왔습니다 (2020)'],http://www.weizhuos.cn/?p=19712,视频：百度云盘 提取码:72c3 https://pan.baidu.com/s/1xO5p4C8JcrdRzwSZe5A8MQ,,,
['我是余欢水 (2020)'],http://www.weizhuos.cn/?p=19713,,,视频：迅雷云盘 提取码：kvvd https://pan.xunlei.com/s/VMZY-tzJANivAr81NgY31iAkA1,
['调包富少的逆袭 Ala Vaikunthapurramuloo (2020)'],http://www.weizhuos.cn/?p=19715,视频：百度云盘 提取码：srlu https://pan.baidu.com/s/15Lppja50Mis2EmhhX7PnAA,,,
['鸟人 Birdy (1984)'],http://www.weizhuos.cn/?p=19716,视频：百度云盘  提取码: ndtc   https://pan.baidu.com/s/1kMSv6YHn_IYjhPhZ1AW3FQ,,,
['雪山惊魂 Fritt Vilt 1 - 3'],http://www.weizhuos.cn/?p=19717,视频：百度云盘 提取码: 7dxk https://pan.baidu.com/s/1s47lWehZMMWDSODml1Py-w,,,
['原始恐惧 Primal (2019)'],http://www.weizhuos.cn/?p=19718,视频：百度云盘 提取码:2333 https://pan.baidu.com/s/1iPwZTceY_djorNCptq32Bw,,,
['原始恐惧 Primal (2010)'],http://www.weizhuos.cn/?p=19719,视频：百度云盘 https://pan.baidu.com/s/1c1QLlTY,,,
['甲铁城的卡巴内瑞 甲鉄城のカバネリ (2016)'],http://www.weizhuos.cn/?p=19721,,,视频：迅雷云盘 提取码：2eex https://pan.xunlei.com/s/VMzpNTLjaboqdsZvNpj6Le0xA1,
['甲铁城的卡巴内瑞：海门决战 甲鉄城のカバネリ ～海門決戦～ (2019)'],http://www.weizhuos.cn/?p=19722,视频：百度云盘 提取码:  5xxo https://pan.baidu.com/s/1R9p0rbXcnB2DLiWNcyVFBA,,,
['惊心食人族 Jeepers Creepers (2001)'],http://www.weizhuos.cn/?p=19725,视频：百度云盘 https://pan.baidu.com/s/1j9t1vmCyRaQkVt6euxm9-w,,,
['惊心食人族2 Jeepers Creepers 2 (2003)'],http://www.weizhuos.cn/?p=19726,视频：百度云盘  https://pan.baidu.com/s/1XS0plauoFKb8jsn45c-B5w,,,
['哉阿斯奥特曼 ウルトラマンゼアス (1996)'],http://www.weizhuos.cn/?p=19727,视频：百度云盘 提取码: kzrj https://pan.baidu.com/s/1sA_lwa-SiDJpTU_fniRaNA,,,
['我们的天空 我們的天空\xa0(2014)'],http://www.weizhuos.cn/?p=19734,视频：百度云盘 提取码：xcrs https://pan.baidu.com/s/1uxwiJUuiMIUHrJFxcVynoQ,,,
['麻辣女配 (2019)'],http://www.weizhuos.cn/?p=19738,视频：百度云盘 提取码：n56L https://pan.baidu.com/s/1BgOR3fRhDQ8-vAmcvaZ4JA,,,
['日在校园 スクールデイズ (2007)'],http://www.weizhuos.cn/?p=19742,,,视频：迅雷云盘 提取码：chja https://pan.xunlei.com/s/VMgJxoxQChW5MU1FxvmdCfRIA1,
['小风暴之时间的玫瑰\xa0(2020)'],http://www.weizhuos.cn/?p=19743,视频：百度云盘 提取码: 4567   https://pan.baidu.com/s/1yv770J18cwrsUTWyCnjRYg?pwd=4567,,,
['你好世界 HELLO WORLD (2019)'],http://www.weizhuos.cn/?p=19744,,,视频：迅雷云盘 提取码：n6wu https://pan.xunlei.com/s/VMx-bkKLEh6ttBr_ULCyZwv4A1,
['我的间谍 My Spy (2020)'],http://www.weizhuos.cn/?p=19745,视频：百度云盘 提取码：j5qb  https://pan.baidu.com/s/1mWsJo5ETjGFE0vN6mt_Xdw,,,
['蓝色果冻海 Les méduses (2007)'],http://www.weizhuos.cn/?p=19746,视频：百度云盘 https://pan.baidu.com/s/1boHfRd1,,,
['戈梅拉岛 La Gomera (2019)'],http://www.weizhuos.cn/?p=19747,视频：百度云盘 提取码：newr https://pan.baidu.com/s/1Gry_cGNq-jJ4D5ieo0_ZhA,,视频：迅雷云盘 提取码：bvpt https://pan.xunlei.com/s/VMbMusinh-AxSbRLXK6hrqwmA1,
['魔发精灵2 Trolls World Tour (2020)'],http://www.weizhuos.cn/?p=19748,,,,
['生命之轮 (2018)'],http://www.weizhuos.cn/?p=19749,视频：百度云盘 提取码：r8c1  https://pan.baidu.com/s/1HohDfd0MSngj0bIVhVi5rA,,,
['德语课 Deutschstunde (2019)'],http://www.weizhuos.cn/?p=19750,视频：百度云盘  提取码：TREX https://pan.baidu.com/s/1XOGDq7fcbbXBVh-yBGnL0Q,,,
['父母见上书 부모님 전상서\xa0(2004)'],http://www.weizhuos.cn/?p=19751,,,视频：迅雷云盘  https://pan.xunlei.com/s/VNICuvKuun4U7dgLw3YX2gzVA1?pwd=5nw6#,
['格蕾特和韩塞尔 Gretel & Hansel (2020)'],http://www.weizhuos.cn/?p=19752,视频：百度云盘 提取码：rsrh  https://pan.baidu.com/s/1GjF6KUnCoGaeYlwpeB4MlQ,,,
['节奏组 The Rhythm Section (2020)'],http://www.weizhuos.cn/?p=19753,视频：百度云盘 提取码：yjnb https://pan.baidu.com/s/1G2FC0qOP--inHye_YIA9eQ,,,
['拧紧 The Turning (2020)'],http://www.weizhuos.cn/?p=19754,视频：百度云盘 提取码：aeg7  https://pan.baidu.com/s/1_Mm5XTD3Ji5N8gwLxX6Lfw,,,
['普通之爱 Ordinary Love (2019)'],http://www.weizhuos.cn/?p=19755,视频：百度云盘 提取码：1nhx https://pan.baidu.com/s/1V2m71hb5j1GVL9CT1sapWg,,,
['小春与猪排 小春與豬排 (2020)'],http://www.weizhuos.cn/?p=19756,视频：百度云盘 提取码：wgt2 https://pan.baidu.com/s/1LYktJWXQFKzRaKiAL60KgQ,,,
['放学后海堤日记 放課後ていぼう日誌 (2020)'],http://www.weizhuos.cn/?p=19757,视频：百度云盘 提取码: 5j5w https://pan.baidu.com/s/14RKy2ds2Rgc37sFWVQTXSQ,,,
['枪声俱乐部 The Bang Bang Club (2010)'],http://www.weizhuos.cn/?p=19760,,,视频：迅雷云盘 https://pan.xunlei.com/s/VNTdSr3mUIwGuc9uIiOwBEx9A1?pwd=xbw4#,
['残影余像 Powidoki (2016)'],http://www.weizhuos.cn/?p=19761,视频：百度云盘 https://yun.baidu.com/s/1o8Lm9ho,,,
['集结号 (2007)'],http://www.weizhuos.cn/?p=19765,视频：百度云盘  |  百度云盘 https://pan.baidu.com/s/1CANuQPliOrJ_m4Jwy4ohaA https://yun.baidu.com/s/1sS0cQqD3f0W3WAum8CKQrA,,,
['孔雀镇 Peacock (2010)'],http://www.weizhuos.cn/?p=19769,视频：百度云盘 提取码: zatu https://pan.baidu.com/s/1UhtebCs7pyvY9T-JY_ph4w,,,
['全世界最好的你 (2020)'],http://www.weizhuos.cn/?p=19770,视频：百度云盘 提取码：k3ls https://pan.baidu.com/s/11deQRMJFDt_hKDvl31oMnQ,,,
['凶案现场 (2020)'],http://www.weizhuos.cn/?p=19771,视频：百度云盘 提取码: y7c7 https://pan.baidu.com/s/1YALRiYkjysL38cWB_hJu8A,,视频：迅雷云盘 提取码：mmhg https://pan.xunlei.com/s/VModf2gAVNXPo9mpiKdaJte3A1,
['不能说的夏天 寒蟬效應 (2014)'],http://www.weizhuos.cn/?p=19775,视频：百度云盘 https://yun.baidu.com/s/1nvOGV6x,,,
['波特小姐 Miss Potter (2006)'],http://www.weizhuos.cn/?p=19780,视频：百度云盘 提取码: e2h4 https://pan.baidu.com/s/1z1BA9cdLGKmsBo-38MxE5w,,,
['离经叛道 Unorthodox (2020)'],http://www.weizhuos.cn/?p=19785,,,,
['利维坦 Левиафан (2014)'],http://www.weizhuos.cn/?p=19786,视频：百度云盘 https://yun.baidu.com/s/19BrBg2jvqTCw10M17QiP-g,,,
['杀妻总动员 Survive Style 5+ (2004)'],http://www.weizhuos.cn/?p=19789,视频：百度云盘 密码：8pn2 http://pan.baidu.com/s/1hs2tbpi,,,
['找到你了 I See You (2019)'],http://www.weizhuos.cn/?p=19791,视频：百度云盘 提取码:2333 https://pan.baidu.com/s/1KUpmH-VyMFGN-2GVwjCfyA,,,
['学长的爱情攻心计 รักวุ่นๆของหนุ่มวิศวะ (2020)'],http://www.weizhuos.cn/?p=19794,视频：百度云盘 提取码: vxi5 https://pan.baidu.com/s/1L8Eb-7EHTYWaZ3ofIkA--g,,,
['红鞋子和七个小矮人 Red Shoes & the 7 Dwarfs (2019)'],http://www.weizhuos.cn/?p=19797,视频：百度云盘 提取码: 4567   https://pan.baidu.com/s/1G4zodhAHeNdFFg7MJZnX7g?pwd=4567,,视频：迅雷云盘 提取码：dmsd https://pan.xunlei.com/s/VMczDC8A6vHpT_RKE_2ZS4vYA1,
['人生第一次 (2020)'],http://www.weizhuos.cn/?p=19798,视频：百度云盘 提取码: zjqa https://pan.baidu.com/s/1W_xH4UuJvNnfh3wgtiLztg,,,
['复核调查 Contre-enquête (2007)'],http://www.weizhuos.cn/?p=19801,视频：百度云盘 提取码：u30o  https://pan.baidu.com/s/1URwKJn6sP8rLo3WCaVle4A,,,
['偶像星愿 第二季 IDOLiSH7 2 (2020)'],http://www.weizhuos.cn/?p=19811,,,,
['马蒂亚斯与马克西姆 Matthias & Maxime (2019)'],http://www.weizhuos.cn/?p=19812,视频：百度云盘 提取码：ekhz  https://pan.baidu.com/s/1_pFh-9H1HEgjWzFBn7iw1w,,,
['我的国王 Mon roi (2015)'],http://www.weizhuos.cn/?p=19814,,,视频：迅雷云盘  https://pan.xunlei.com/s/VNJpBJLfYHBCmrvQLSkvJ5rDA1?pwd=pscu#,
['极乐同盟 Spiklenci slasti (1996)'],http://www.weizhuos.cn/?p=19817,视频：百度云盘  提取码: cvin  解压密码：aixiaoju https://pan.baidu.com/s/1TndbuePlUQVg3l5j-mqE8w,,,
['未知者 The Unknown (1927)'],http://www.weizhuos.cn/?p=19818,视频：百度云盘 https://pan.baidu.com/s/1sjyIkX3,,,
['台风家族 台風家族 (2019)'],http://www.weizhuos.cn/?p=19819,视频：百度云盘 提取码：vt97 https://pan.baidu.com/s/1Vw0wZ_XSMCo80Iwiv28kLA,,,
['乐园 楽園 (2019)'],http://www.weizhuos.cn/?p=19820,视频：百度云盘 提取码：rsyc  https://pan.baidu.com/s/1gb4G2asPH799a_IIyx81dQ,,,
['猎狐 (2020)'],http://www.weizhuos.cn/?p=19833,视频：百度云盘  提取码: yzqi https://pan.baidu.com/s/1dNDZNQ8dvPYLXDegp9sR4A,,,
['切尔诺贝利·禁区电影版 Чернобыль: Зона отчуждения. Финал (2019)'],http://www.weizhuos.cn/?p=19838,,,,
['92黑玫瑰对黑玫瑰 92黑玫瑰對黑玫瑰 (1992)'],http://www.weizhuos.cn/?p=19840,视频：百度云盘  https://pan.baidu.com/s/12E76o9oWnkfM7r3qxfgnYQ,,,
['梦幻岛 Fantasy Island (2020)'],http://www.weizhuos.cn/?p=19841,视频：百度云盘 提取码：awxc  https://pan.baidu.com/s/1VOfjX4QmfPm4o1LAaqBI_g,,,
['精疲力尽 À bout de souffle (1960)'],http://www.weizhuos.cn/?p=19846,视频：百度云盘 https://pan.baidu.com/s/1sjwHkIT,,,
['明星大侦探之名侦探学院  (2021)'],http://www.weizhuos.cn/?p=19852,,,,
['气候变化事实真相 Climate Change: The Facts (2019)'],http://www.weizhuos.cn/?p=19856,视频：百度云盘 提取码：74FZ  https://pan.baidu.com/s/1di5rSrjCbfFfwLdmqJxg0Q,,,
['旅途的结束，世界的开始 旅のおわり、世界のはじまり (2019)'],http://www.weizhuos.cn/?p=19857,视频：百度云盘 提取码：gher  https://pan.baidu.com/s/1uxxSDEnp2rjUToGE4F-sig,,,
['再见，妈妈 Thưa mẹ con đi (2019)'],http://www.weizhuos.cn/?p=19858,视频：百度云盘  提取码：TREX  https://pan.baidu.com/s/1m11RP2EzwZLgkf0WX-QC2w,,,
['辉夜大小姐想让我告白 第二季 かぐや様は告らせたい？ ～天才たちの恋愛頭脳戦～ (2020)'],http://www.weizhuos.cn/?p=19859,视频：百度云盘 提取码: 2d92 https://pan.baidu.com/s/12DObYsAwNOm3d4mvlnqAPg,,,
['超级大坏蛋 Megamind (2010)'],http://www.weizhuos.cn/?p=19861,视频：百度云盘 https://pan.baidu.com/s/1qYmVzg4,,,
['唐人街 Chinatown (1974)'],http://www.weizhuos.cn/?p=19865,视频：百度云盘 提取码：zhuo https://pan.baidu.com/s/1bRcWgyl8isTaf7VRqgvWgg,,,
['国王：永远的君主 더 킹 : 영원의 군주 (2020)'],http://www.weizhuos.cn/?p=19875,视频：百度云盘 提取码：iv2u  https://pan.baidu.com/s/1i_kpp3K9W1lNsb8bUQwjUQ,,,
['大理寺日志 (2020)'],http://www.weizhuos.cn/?p=19876,视频：百度云盘 提取码: jqum   https://pan.baidu.com/s/1aJ9VJ1mTgUsw3SsAQADZTw?pwd=jqum,,,
['苏默斯小镇 Somers Town (2008)'],http://www.weizhuos.cn/?p=19879,视频：百度云盘  提取码: 7m75  https://pan.baidu.com/s/11-wFFprdeHPOsYtTwYZ_FQ,,,
['第七封印 Det sjunde inseglet (1957)'],http://www.weizhuos.cn/?p=19886,视频：百度云盘 https://pan.baidu.com/s/1c0ruRGc,,,
['荣耀蚀刻 Слава (2016)'],http://www.weizhuos.cn/?p=19889,视频：百度云盘  https://yun.baidu.com/s/1dEBlJzz,,,
['曼哈顿 Manhattan (1979)'],http://www.weizhuos.cn/?p=19894,视频：百度云盘 提取码：6txr https://pan.baidu.com/s/1WJEWC2EqZQUkB5frG2I9sA,,,
['美国夫人 Mrs. America (2020)'],http://www.weizhuos.cn/?p=19907,视频：百度云盘  提取码：b1ib https://pan.baidu.com/s/1JHWWItr6i-xwXSUpDX3fiQ,,,
['7号房的礼物(土耳其版) 7. Koğuştaki Mucize (2019)'],http://www.weizhuos.cn/?p=19913,视频：百度云盘 提取码: thj5   https://pan.baidu.com/s/1viArNnRthd1If36-wf18pg,,,
['功夫宗师霍元甲 (2020)'],http://www.weizhuos.cn/?p=19915,视频：百度云盘 提取码：ty2n https://pan.baidu.com/s/1E8p3DyUZXHX5bJQWL77L2w,,,
['契约友情 계약우정 (2020)'],http://www.weizhuos.cn/?p=19917,视频：百度云盘 提取码:n8jf https://pan.baidu.com/s/1h2STtrSDagFrjYTTpXWQ2w,,,
['报告王爷，王妃是只猫 (2020)'],http://www.weizhuos.cn/?p=19926,视频：百度云盘 提取码: rtky  https://pan.baidu.com/s/10JTnFBbfEn3oYlrd0Mzriw,,,
['黄沙战神 Vinaya Vidheya Rama (2019)'],http://www.weizhuos.cn/?p=19928,视频：百度云盘 提取码: 9qcj https://pan.baidu.com/s/1ZZrNhoS08i6bKFAzkLwUvQ,,,
['湿地 Feuchtgebiete (2013)'],http://www.weizhuos.cn/?p=19935,视频：百度云盘 提取码: vuyv https://pan.baidu.com/s/1kSX71A65IJa2b8MX0F0EEg,,,
['双城计中计\xa0(2012)'],http://www.weizhuos.cn/?p=19936,视频：百度云盘  提取码: wdjq  https://pan.baidu.com/s/1rRFxJhUXpE8iaOdJ4OjUoQ,,,
['重生 본 어게인 (2020)'],http://www.weizhuos.cn/?p=19939,视频：百度云盘 提取码：27m1 https://pan.baidu.com/s/1vNRiMw8l7GW3t7in1ubIgQ,,,
['在蓝色时分飞翔 ブルーアワーにぶっ飛ばす (2019)'],http://www.weizhuos.cn/?p=19941,视频：百度云盘 提取码：cqmi  https://pan.baidu.com/s/1QbP1C2-R0i0ciNC5h-ye-w,,,
['狗牙 Κυνόδοντας (2009)'],http://www.weizhuos.cn/?p=19942,视频：百度云盘  提取码: aj88 https://pan.baidu.com/s/1IC2Lzfr2iBN6g2O_t5Tbrw,,,
['重任在肩  Line of Duty Season 1 - 5'],http://www.weizhuos.cn/?p=19947,,,,
['一路不消停 (2020)'],http://www.weizhuos.cn/?p=19949,视频：百度云盘 提取码：eek2 https://pan.baidu.com/s/1-mFzKrHY-Fjg5OQJga9DRQ,,,
['黑帮大佬和我的365日 365 dni (2020)'],http://www.weizhuos.cn/?p=19950,,视频：夸克云盘  https://pan.quark.cn/s/19caa95bcbd1,视频：迅雷云盘 提取码：3gzg https://pan.xunlei.com/s/VMijL3CZnp9p4UMro_s98b5BA1,
['还我本色 還我本色 (1989)'],http://www.weizhuos.cn/?p=19951,视频：百度云盘 https://yun.baidu.com/s/14TKLo,,,
['粉红豹 The Pink Panther (2006)'],http://www.weizhuos.cn/?p=19955,,,,
['环形物语 Tales from the Loop (2020)'],http://www.weizhuos.cn/?p=19957,视频：百度云盘  提取码: 7mqh https://pan.baidu.com/s/1WLUq9n2kpXxS_dJ8piz-Fw,,,
['午夜福音 The Midnight Gospel (2020)'],http://www.weizhuos.cn/?p=19958,视频：百度云盘 提取码：gu58 https://pan.baidu.com/s/11OB8aHC8VB69S36_jL-48Q,,,
['最后之舞 The Last Dance (2020)'],http://www.weizhuos.cn/?p=19959,视频：百度云盘 提取码：7dad https://pan.baidu.com/s/1pDuebJnccQi_4k4OfGNoFA,,,
['琥珀 こはく (2019)'],http://www.weizhuos.cn/?p=19960,视频：百度云盘 提取码: 2em1  https://pan.baidu.com/s/1jCui4xWMymNhf-dSFF1m5g,,,
"[""革命半途而废的人终将自掘坟墓 Ceux qui font les révolutions à moitié n'ont fait que se creuser un tombeau (2016)""]",http://www.weizhuos.cn/?p=19961,视频：百度云盘 提取码：7rnu https://pan.baidu.com/s/11yRjy8yfHtr1Xu-yL1CXvg,,,
